session_id,min,max,duration_seconds
0027b940-590b-4fc1-a707-814c1fd51526,2025-01-05 05:15:17,2025-01-05 05:15:17.000000,0.0
00284925-f7ca-412b-b86e-a1a5cb17dcbb,2025-01-03 02:42:25,2025-01-03 02:48:48.000000,383.0
002860aa-d9c1-42b8-8546-6d8d6058c5b5,2025-01-06 04:33:17,2025-01-06 04:36:27.000000,190.0
0028cd90-2c2d-4c9d-83b1-bb2d2a7b7a16,2025-01-04 11:37:39,2025-01-04 11:39:41.000000,122.0
002d979f-08e7-4089-9f46-594173c7d52f,2025-01-04 17:00:24,2025-01-04 17:00:59.000000,35.0
002eb1b7-eb38-4768-816b-2ccc903980e4,2025-01-01 08:47:31,2025-01-01 08:51:30.000000,239.0
002ee7e0-d542-4e67-9da3-9772f46d7865,2025-01-01 09:24:29,2025-01-01 09:27:19.000000,170.0
002f0496-8d05-4284-b7ab-251a6baa49a3,2025-01-04 12:19:18,2025-01-04 12:24:16.000000,298.0
002f7d09-2499-4024-8f4d-2b01132e7805,2025-01-01 03:12:05,2025-01-01 03:22:56.000000,651.0
0030fb34-ae3a-4d21-8fe3-6a3dc0defc52,2025-01-04 07:03:04,2025-01-04 07:04:26.000000,82.0
00331231-89ab-45a4-999a-55aa4a382d80,2025-01-02 05:55:38,2025-01-02 05:59:23.000000,225.0
0033cb4a-272b-40a6-badc-232f71618360,2025-01-02 23:46:26,2025-01-02 23:47:46.000000,80.0
0033ec85-f1cd-44a1-88ce-c98fa5ff26ee,2025-01-04 17:39:11,2025-01-04 17:44:18.000000,307.0
00348956-7349-4e04-9285-1c1687b2d28e,2025-01-03 04:59:15,2025-01-03 05:04:26.000000,311.0
00359fe2-385a-49ef-963e-fadfbbf1388c,2025-01-05 02:22:19,2025-01-05 02:22:19.000000,0.0
0035a15e-78d7-4384-a67a-5a24b8e002a2,2025-01-02 06:23:49,2025-01-02 06:29:28.000000,339.0
0036ca38-1022-4499-8c01-bb12c7a4879c,2025-01-01 13:08:22,2025-01-01 13:10:07.000000,105.0
0036cac9-3b1f-4675-994d-8f884794e33a,2025-01-03 01:16:50,2025-01-03 01:16:50.000000,0.0
0037cadd-efee-4fbf-91d1-650928b952a3,2025-01-02 06:48:45,2025-01-02 06:48:45.000000,0.0
003a0ce3-86b1-4074-a084-a7da4cdbe7ca,2025-01-01 20:42:20,2025-01-01 20:53:11.000000,651.0
003a797d-af56-4c15-b4ce-432b15fb7978,2025-01-06 01:20:30,2025-01-06 01:20:52.000000,22.0
004356f4-1bf9-4735-a9ef-efb25c86fb28,2025-01-04 04:18:41,2025-01-04 04:29:24.000000,643.0
0044533d-7fd9-4493-ba81-db294d8992bc,2025-01-05 14:58:23,2025-01-05 14:59:12.000000,49.0
00488699-b7d9-42a1-bf8f-9f8b6b15f24d,2025-01-06 07:28:40,2025-01-06 07:30:26.000000,106.0
004a541c-2562-4b9c-ad59-cd2f617948f0,2025-01-04 10:38:33,2025-01-04 10:43:03.000000,270.0
004b2bf4-db27-4a68-a185-3692640726e7,2025-01-04 23:21:48,2025-01-04 23:26:10.000000,262.0
004f5627-cd11-44d5-8f76-2bfcf4a5f9ea,2025-01-04 03:21:56,2025-01-04 03:21:56.000000,0.0
005195f1-4dee-4e99-87dc-09959f5a3df9,2025-01-06 00:57:34,2025-01-06 00:57:57.000000,23.0
0053c7f3-d6e7-44c1-9d47-cfd75046ab90,2025-01-06 21:13:27,2025-01-06 21:13:27.000000,0.0
0057d2c1-9de5-4ff1-aa3e-124ce59fd494,2025-01-04 06:38:05,2025-01-04 06:42:07.000000,242.0
0058257b-d972-422d-a274-ea04cb3a7b35,2025-01-04 03:19:19,2025-01-04 03:21:18.000000,119.0
00584d1f-4fac-4bcd-95f9-9feab160951f,2025-01-05 21:13:05,2025-01-05 21:15:23.000000,138.0
00592dc6-d3ce-4a69-b202-cadf1e41467b,2025-01-06 14:56:46,2025-01-06 14:59:52.000000,186.0
005a0f9c-660f-45dc-a6db-01c47118e2f4,2025-01-06 15:30:24,2025-01-06 15:39:20.000000,536.0
005ffa35-b707-4365-a6ba-f500494fcefc,2025-01-04 17:22:45,2025-01-04 17:28:56.000000,371.0
00615151-d3fe-421d-ade7-4ec9c9c7c538,2025-01-06 09:46:51,2025-01-06 09:50:58.000000,247.0
00621745-c150-4842-8967-7f550c787486,2025-01-06 18:50:21,2025-01-06 18:53:20.000000,179.0
006314ae-3f53-439f-a80f-8c541f505aa0,2025-01-03 12:21:57,2025-01-03 12:30:06.000000,489.0
00635131-58b8-4b7b-b572-e9b910b547e2,2025-01-02 16:13:52,2025-01-02 16:13:52.000000,0.0
00637c3e-83d2-4b62-a4ec-71521bb47f84,2025-01-04 20:50:23,2025-01-04 20:51:35.000000,72.0
0063b195-0cb3-4512-b525-32313551747f,2025-01-01 04:59:02,2025-01-01 04:59:25.000000,23.0
0067dd73-ba00-44de-a9e8-6de781ae2647,2025-01-05 11:14:25,2025-01-05 11:22:05.000000,460.0
0067f33e-80c7-4cf6-93ce-521a033eeb3d,2025-01-06 07:22:07,2025-01-06 07:25:19.000000,192.0
0069925b-2463-44cb-a1fb-1a2074082730,2025-01-01 06:42:00,2025-01-01 06:48:21.000000,381.0
0069d79a-ee70-4e2d-915a-c0385c931dfe,2025-01-06 12:34:08,2025-01-06 12:38:27.000000,259.0
0069e07c-5011-4355-aaca-8eacbdfb21e1,2025-01-03 03:36:29,2025-01-03 03:46:00.000000,571.0
006cbde3-4648-459a-9842-7aa0af736b8a,2025-01-01 01:55:53,2025-01-01 01:56:12.000000,19.0
006d0572-30ff-4377-bd6b-cdff0aa8d09f,2025-01-06 06:38:53,2025-01-06 06:43:33.000000,280.0
006fd7ea-ac61-492c-8ebd-69167c4ff88b,2025-01-04 09:55:48,2025-01-04 09:56:57.000000,69.0
007062c6-35c9-4441-822a-dbbf9a6fe2e9,2025-01-03 22:41:32,2025-01-03 22:43:19.000000,107.0
0072fdef-5cc9-46ed-94f6-f58b2f78571d,2025-01-02 01:36:28,2025-01-02 01:40:35.000000,247.0
0073e209-21c2-4f6e-8add-72478796ce1b,2025-01-01 18:09:24,2025-01-01 18:15:30.000000,366.0
007576cd-5a1a-4f79-bcbe-04bb582bcea3,2025-01-01 21:11:40,2025-01-01 21:11:40.000000,0.0
007600d3-c3ca-4a17-91e5-1bbd556cd078,2025-01-01 11:56:38,2025-01-01 11:57:05.000000,27.0
007803f4-3eb2-42a5-995c-a7cca5bd465e,2025-01-02 06:53:21,2025-01-02 06:56:53.000000,212.0
007a1eae-f1cd-4ffe-aa6f-aa57fea6864d,2025-01-03 18:44:29,2025-01-03 18:45:34.000000,65.0
007a3d76-ad7a-4373-bf24-26a2360fdcc5,2025-01-05 00:14:35,2025-01-05 00:22:07.000000,452.0
007b288d-50d7-49f7-a03e-77a9ee10f352,2025-01-01 15:26:02,2025-01-01 15:32:07.000000,365.0
007c1c00-aae4-4349-88aa-02efe41c9189,2025-01-03 09:46:01,2025-01-03 09:46:02.799738,1.799738
007e37a8-7077-4be1-956a-19aa22b41bb4,2025-01-02 16:54:48,2025-01-02 16:59:35.000000,287.0
007f6554-02c4-4e52-a021-5d48e7271ef9,2025-01-04 14:22:42,2025-01-04 14:27:27.000000,285.0
00832ba1-aff4-47f2-915b-94b90a551480,2025-01-06 12:42:19,2025-01-06 12:45:09.000000,170.0
008359f1-5c61-4233-8994-be478d92b2d7,2025-01-03 00:45:56,2025-01-03 00:49:51.000000,235.0
008385bb-249c-4990-91f8-ddbff78f7e1e,2025-01-02 23:03:57,2025-01-02 23:10:20.000000,383.0
0084cfee-ff8f-4fbb-a198-2b4d9391d2e5,2025-01-04 13:40:57,2025-01-04 13:41:49.000000,52.0
0085d65f-fc5e-4ed4-8257-be980454a910,2025-01-05 07:57:13,2025-01-05 08:02:29.000000,316.0
0087463a-f884-43b0-9af4-196a2d5a4ab6,2025-01-01 14:12:52,2025-01-01 14:12:52.000000,0.0
008794c9-60e0-4826-ac46-fa11ea8b1d21,2025-01-03 04:04:04,2025-01-03 04:04:20.000000,16.0
0087b982-5bdd-43c6-b2a5-46c4bd935fbc,2025-01-04 14:21:55,2025-01-04 14:22:36.000000,41.0
0087efca-691a-40a8-a7f8-76a8792e198d,2025-01-06 07:49:21,2025-01-06 07:57:47.000000,506.0
00880ea1-409b-4e60-b112-6df0b753da4d,2025-01-01 14:55:23,2025-01-01 15:00:02.000000,279.0
008819c4-e713-475f-9ef9-ee17ed719a7b,2025-01-06 04:59:02,2025-01-06 05:06:45.000000,463.0
0088accb-b6cd-4bf1-ab6c-9317444f8e5b,2025-01-04 07:33:55,2025-01-04 07:39:35.000000,340.0
008f2bdd-d6a0-4a15-a378-d6b212165abe,2025-01-03 05:57:27,2025-01-03 06:04:08.000000,401.0
008fa837-09ab-4d84-bf28-b047658bbfaa,2025-01-01 14:36:55,2025-01-01 14:40:55.000000,240.0
00938ef5-c9b9-4b02-bfa9-01f0436759c8,2025-01-01 17:43:05,2025-01-01 17:43:05.000000,0.0
0095560b-9533-4286-882b-130c23b69253,2025-01-04 21:16:23,2025-01-04 21:16:23.000000,0.0
00a28ca9-1f21-4c58-bfc0-8b594afa3dc0,2025-01-01 18:28:28,2025-01-01 18:30:09.000000,101.0
00a2e674-74f5-41de-a595-ccbc09d74a5a,2025-01-05 13:24:07,2025-01-05 13:27:52.000000,225.0
00a2f397-1024-49ba-9671-010c5df852b2,2025-01-03 05:40:39,2025-01-03 05:43:09.000000,150.0
00a356a4-2799-4496-b272-08d5cf18fbe3,2025-01-03 17:32:46,2025-01-03 17:35:17.000000,151.0
00a3ac68-4fc5-429e-ad1d-477c4a40951f,2025-01-03 09:15:39,2025-01-03 09:19:18.000000,219.0
00a3ddb9-b610-49e1-a804-df2550118dd1,2025-01-02 00:21:45,2025-01-02 00:26:08.000000,263.0
00a52fa8-9a5f-4c10-8759-fc4b7a6432ed,2025-01-01 00:26:42,2025-01-01 00:28:13.000000,91.0
00a6484e-1520-4666-98ef-35efe83b49f8,2025-01-05 08:34:19,2025-01-05 08:39:36.000000,317.0
00a770ac-9a80-4a49-aa4b-9ad78ede9f1e,2025-01-02 17:12:12,2025-01-02 17:12:12.000000,0.0
00a92c16-3f56-4db4-a8bd-9e11d66a280f,2025-01-04 23:39:39,2025-01-04 23:42:16.000000,157.0
00a935ef-956d-4542-b2e3-ba0794b49953,2025-01-02 12:30:13,2025-01-02 12:38:20.000000,487.0
00ade703-5987-4231-844a-05a90ebfa4d6,2025-01-02 03:28:15,2025-01-02 03:33:15.000000,300.0
00aee7f0-b5d4-4d69-9abc-cca570037164,2025-01-01 00:44:03,2025-01-01 00:52:26.000000,503.0
00af80d2-4617-4a14-960a-904998b506a8,2025-01-06 00:03:38,2025-01-06 00:15:52.000000,734.0
00b11624-c24d-4601-a248-8c667e9df8eb,2025-01-04 09:28:19,2025-01-04 09:32:17.000000,238.0
00b28c5f-9222-4de9-a9f5-7143a64b9db2,2025-01-04 17:13:21,2025-01-04 17:17:16.000000,235.0
00b3dbd7-953d-46fb-84dd-67b2907b3466,2025-01-05 20:08:00,2025-01-05 20:11:10.000000,190.0
00b45920-81fb-42f7-8d83-bd5a0f53d0c1,2025-01-02 07:47:07,2025-01-02 07:51:56.000000,289.0
00b471c8-8975-4b49-9af3-926d6e7c3ab4,2025-01-01 11:51:12,2025-01-01 11:58:12.000000,420.0
00b7056c-2c6a-4c44-ae6c-a9fc11cac56e,2025-01-01 06:38:49,2025-01-01 06:43:21.000000,272.0
00be44b7-773c-40c5-8cd1-6a7c626844f7,2025-01-03 22:11:51,2025-01-03 22:18:49.000000,418.0
00be8243-dc1e-49cf-b976-03c35d28b5d6,2025-01-02 18:40:35,2025-01-02 18:43:07.000000,152.0
00bff7eb-c98e-4b78-865e-f94e4f024b4f,2025-01-03 19:47:00,2025-01-03 19:50:51.000000,231.0
00c1a632-a503-4837-aa2d-25578256ae00,2025-01-04 09:03:49,2025-01-04 09:06:58.000000,189.0
00c4162b-985c-4a4f-80ab-bc22161d304a,2025-01-04 03:37:41,2025-01-04 03:42:35.000000,294.0
00c65111-5e4d-4488-a78a-f5871273942a,2025-01-01 08:54:26,2025-01-01 09:01:29.000000,423.0
00c6f4d3-d564-44f6-9b09-3419c3a1e111,2025-01-05 14:15:55,2025-01-05 14:20:24.000000,269.0
00c9ef4d-0672-4e66-89a7-f62e513d6f5f,2025-01-05 02:17:31,2025-01-05 02:21:48.000000,257.0
00cb580f-101c-451e-9be8-861a616b2ae8,2025-01-01 10:54:46,2025-01-01 11:01:16.000000,390.0
00cb62c7-4ca3-4484-9fd1-c0bdb9b40ddb,2025-01-01 07:45:08,2025-01-01 07:49:58.000000,290.0
00cb95b9-8083-4cd4-9f27-e33f867f2c87,2025-01-06 05:27:26,2025-01-06 05:35:23.000000,477.0
00cc8690-4a50-4051-8a49-d165f90d98c6,2025-01-01 22:58:04,2025-01-01 22:58:57.000000,53.0
00cdb8e8-ef4a-4d2a-bf5a-55b0b285e4f8,2025-01-06 12:15:07,2025-01-06 12:18:48.000000,221.0
00d028e2-f36c-4d33-8b7c-ac8695fe9943,2025-01-06 03:06:58,2025-01-06 03:12:53.000000,355.0
00d1917f-43dc-4cb2-a62b-e983c9b49f77,2025-01-03 18:56:39,2025-01-03 18:58:12.000000,93.0
00d602e1-606b-4627-9441-489e1180a557,2025-01-03 03:19:56,2025-01-03 03:27:21.000000,445.0
00d8c12f-ca5f-414e-ba40-282000005c27,2025-01-04 10:43:25,2025-01-04 10:47:19.000000,234.0
00dbf8d8-7ec1-4a95-a49c-7ffd24ba935c,2025-01-02 03:07:03,2025-01-02 03:08:27.000000,84.0
00ddfc31-dca0-479c-b415-390fd013aa14,2025-01-01 16:38:13,2025-01-01 16:38:13.000000,0.0
00df185b-1d1d-44b8-9173-98f4e7cab884,2025-01-01 11:18:37,2025-01-01 11:28:12.000000,575.0
00dff5aa-5788-42ec-97d9-85c55aaf0351,2025-01-03 07:07:49,2025-01-03 07:15:31.000000,462.0
00e2a8d8-6408-4446-a470-c21529b0759e,2025-01-01 17:59:02,2025-01-01 17:59:02.000000,0.0
00e2d68d-2a90-488b-9b49-e6084aa1a0f8,2025-01-04 08:28:11,2025-01-04 08:35:46.000000,455.0
00e75b02-6976-4d8b-9501-f43341aadd1a,2025-01-04 14:54:52,2025-01-04 14:58:59.000000,247.0
00e78509-a215-416f-a8f9-c4a48bd2358c,2025-01-04 14:10:33,2025-01-04 14:15:03.000000,270.0
00e899b1-b7e1-4e13-a91f-4535e2cbf02d,2025-01-03 02:38:13,2025-01-03 02:42:40.000000,267.0
00ea1f51-231a-41b0-baa3-7daa1954a03d,2025-01-01 23:38:00,2025-01-01 23:40:45.000000,165.0
00eb05fd-53d2-4594-919c-40cf39d2a2c7,2025-01-03 00:47:10,2025-01-03 00:47:10.000000,0.0
00ebe81a-629f-46f3-80ce-9b6a8efdeff7,2025-01-06 14:39:21,2025-01-06 14:42:19.000000,178.0
00ec0b00-0526-4978-bbe4-00841ec78020,2025-01-03 01:16:13,2025-01-03 01:22:59.000000,406.0
00ed6fea-6efe-407d-b924-531d36b9722c,2025-01-01 09:48:14,2025-01-01 09:48:15.556518,1.556518
00efff9a-dc93-490e-9d2c-74f42faf6528,2025-01-02 14:06:52,2025-01-02 14:06:52.000000,0.0
00f0a579-aee4-44e7-9b43-178c366d3af9,2025-01-02 06:32:03,2025-01-02 06:37:07.000000,304.0
00f0e869-9cda-48a6-b242-a22297dd6712,2025-01-03 19:22:17,2025-01-03 19:26:45.000000,268.0
00f13a96-cc1d-4a18-a791-b6f1f1492e36,2025-01-05 15:55:45,2025-01-05 15:55:45.000000,0.0
00f2449c-ee04-4c0e-9ef3-93e431bd64d6,2025-01-04 10:05:10,2025-01-04 10:12:18.000000,428.0
00f30b8d-f252-45be-a0c6-4729af1a08bf,2025-01-05 12:25:00,2025-01-05 12:28:52.000000,232.0
00f373d5-85f9-4046-9880-a02b2cbf7e3d,2025-01-01 04:57:47,2025-01-01 05:02:06.000000,259.0
00f38824-23df-4ca3-bf6a-1678df39db28,2025-01-03 22:47:32,2025-01-03 22:47:32.000000,0.0
00f4a917-ff93-4e96-8687-d7a55db9bf0c,2025-01-02 18:52:20,2025-01-02 18:55:14.000000,174.0
00f5932f-5bcf-4dd1-89de-d03bd055fae4,2025-01-01 20:46:15,2025-01-01 20:46:15.000000,0.0
00f5fe6c-a29e-4228-b695-6641d99a76f2,2025-01-02 03:25:51,2025-01-02 03:31:57.000000,366.0
00f75b94-ebec-4ef9-80de-026257bb1e1e,2025-01-03 02:52:07,2025-01-03 02:59:25.000000,438.0
00f7df1a-340e-43c5-b2e9-4746edbd9aab,2025-01-01 11:32:41,2025-01-01 11:38:48.000000,367.0
00fb3789-ad9d-4a7a-9b67-e69572a5590b,2025-01-04 07:56:46,2025-01-04 08:00:36.000000,230.0
0106b191-5277-4c56-b916-68f283473c6f,2025-01-02 05:11:28,2025-01-02 05:16:16.000000,288.0
010ca883-9833-4ce9-aecc-e31321ebb3f4,2025-01-04 10:17:37,2025-01-04 10:18:44.000000,67.0
010d9316-14a3-42c6-b3b1-7e913295805b,2025-01-05 22:41:39,2025-01-05 22:47:03.000000,324.0
010f0a7b-48a6-4833-9a2d-57f11ac17798,2025-01-03 15:46:09,2025-01-03 15:49:54.000000,225.0
01114722-d5ab-498f-938a-eeb4e88b1f48,2025-01-01 22:48:19,2025-01-01 22:48:20.020647,1.020647
0113b451-5eb3-425b-8739-2d42c6df3333,2025-01-01 17:38:29,2025-01-01 17:46:30.000000,481.0
01151510-4790-4af5-8ae3-eb8690e740d9,2025-01-06 10:08:06,2025-01-06 10:11:46.000000,220.0
0115ce28-c809-40dd-85e4-5183264b03cd,2025-01-05 09:37:03,2025-01-05 09:37:06.401049,3.401049
0115f82f-0280-444a-83b5-5078ee68da60,2025-01-04 15:45:43,2025-01-04 15:50:34.000000,291.0
0117676b-ab65-4645-8769-d335456d4687,2025-01-01 16:32:09,2025-01-01 16:35:48.000000,219.0
0118068c-8bcd-4b2b-99ff-ec037e5d7d86,2025-01-03 01:13:02,2025-01-03 01:13:02.000000,0.0
01183b3c-b7d7-46ed-a470-ae528a88b825,2025-01-05 01:00:08,2025-01-05 01:02:53.000000,165.0
011c60ff-4bec-44a4-8e2d-f83f3a236bcc,2025-01-03 07:16:18,2025-01-03 07:25:13.000000,535.0
011db483-f42b-4385-b8a9-69094a24fc09,2025-01-05 05:44:25,2025-01-05 05:49:22.000000,297.0
011ebfc2-a4b5-4f48-a9a0-0a15850285e5,2025-01-03 02:08:13,2025-01-03 02:11:38.000000,205.0
011f36aa-4511-4d4c-b5e9-af552d9b5d35,2025-01-05 03:01:44,2025-01-05 03:05:51.000000,247.0
0121222b-ccd8-46cc-b996-29841ff22e91,2025-01-06 08:08:27,2025-01-06 08:11:02.000000,155.0
0121d03d-1649-46a4-9db5-8bf9cc7383e1,2025-01-02 20:03:44,2025-01-02 20:08:46.000000,302.0
0122815d-dcd5-435d-912a-73f99ffde0cb,2025-01-03 05:04:51,2025-01-03 05:09:36.000000,285.0
01234ca5-99e6-4f11-8b1e-f3ea10429c0e,2025-01-03 21:30:27,2025-01-03 21:35:44.000000,317.0
01249a93-4b28-4013-a1e2-9eb5b10a6986,2025-01-03 17:01:10,2025-01-03 17:05:20.000000,250.0
0124fbc6-c95e-4dfc-a47f-d33be7bf6b62,2025-01-04 19:53:05,2025-01-04 19:53:05.000000,0.0
0126670e-8e51-4d45-8944-9ed250a1263c,2025-01-02 01:21:58,2025-01-02 01:22:43.000000,45.0
01271b55-0361-4740-bdbe-ce907fe8b346,2025-01-04 04:47:19,2025-01-04 04:47:19.000000,0.0
012987bf-1d0c-4fe4-8127-3edb68b400d3,2025-01-04 11:53:29,2025-01-04 11:54:55.000000,86.0
012a1c34-992e-481a-9357-b9936caf9299,2025-01-05 02:51:58,2025-01-05 03:00:00.000000,482.0
012a6bce-cec1-4548-ba77-85937c4d8fb5,2025-01-01 23:35:44,2025-01-01 23:36:46.000000,62.0
012c6786-a073-47f7-8faa-c79f9ee4841e,2025-01-02 22:07:27,2025-01-02 22:10:15.000000,168.0
012e4fb3-de33-44ec-a601-4bdbac0c11cd,2025-01-06 18:41:36,2025-01-06 18:44:16.000000,160.0
012fe714-7495-453f-bc2f-6b558cb100a4,2025-01-06 06:41:20,2025-01-06 06:41:20.000000,0.0
013503a4-7def-4a2b-bc21-786cc4e1a940,2025-01-04 07:25:19,2025-01-04 07:28:34.000000,195.0
0136956e-64f2-469b-996d-4ad5c6a93cdb,2025-01-01 15:28:31,2025-01-01 15:33:24.000000,293.0
013711b3-657b-4ff6-8a6c-39900d9e2ca4,2025-01-04 16:30:29,2025-01-04 16:33:52.000000,203.0
01388774-9b8f-463b-88a2-15a7a629e956,2025-01-04 09:15:11,2025-01-04 09:15:11.000000,0.0
0139ac54-302d-44ba-bc09-47474ae806fc,2025-01-06 12:18:21,2025-01-06 12:18:21.000000,0.0
013a5fca-c205-47bd-8850-32e99ea84c5a,2025-01-04 18:33:07,2025-01-04 18:35:45.000000,158.0
013ad3ff-2f9a-40da-8190-3de266c15cbc,2025-01-03 00:36:30,2025-01-03 00:40:07.000000,217.0
013ad492-22a0-43b7-b186-ae1290b8df0f,2025-01-05 09:16:39,2025-01-05 09:16:39.000000,0.0
013ae418-44f1-41e9-b307-da675f8eb7c4,2025-01-05 13:03:00,2025-01-05 13:05:04.000000,124.0
013fd77f-02cf-4be7-b6b3-64848b5b2ef5,2025-01-06 13:06:29,2025-01-06 13:06:29.000000,0.0
01411ac4-e7b0-4055-9a48-556ac3520675,2025-01-04 08:45:35,2025-01-04 08:52:40.000000,425.0
014236ff-285f-4f9d-a7a1-954c5064ba3d,2025-01-05 11:06:50,2025-01-05 11:09:39.000000,169.0
01428403-2315-463b-885c-91fd0e4387f2,2025-01-05 02:42:58,2025-01-05 02:45:19.000000,141.0
01433ee4-6111-43e4-8f4e-f9c945cc1e0c,2025-01-01 03:10:49,2025-01-01 03:10:49.350800,0.3508
01444ae8-dc31-438b-8706-961c31b95634,2025-01-01 01:00:29,2025-01-01 01:04:31.000000,242.0
014550d5-672e-4e8b-8d3b-bdccb162043b,2025-01-02 23:44:12,2025-01-02 23:44:12.000000,0.0
014607cf-fa29-45cd-bd5b-fef5e72a0dbf,2025-01-04 00:31:29,2025-01-04 00:34:55.000000,206.0
0148dfb9-2219-4376-9143-e034bfebe65a,2025-01-06 12:26:51,2025-01-06 12:31:17.000000,266.0
0148f330-3dde-460c-8ae0-09d77a1ab389,2025-01-04 01:22:24,2025-01-04 01:22:24.000000,0.0
01492186-1b32-4ff0-b5dd-966cb1fa2441,2025-01-05 00:14:11,2025-01-05 00:23:42.000000,571.0
0149eb32-4382-42b1-b03f-7bafd0098f4b,2025-01-05 08:25:54,2025-01-05 08:28:51.000000,177.0
014c98e0-12c0-49b4-88f4-d942f50f05ed,2025-01-01 08:14:15,2025-01-01 08:20:17.000000,362.0
014de6a7-8142-4116-82c6-e9a6f6b73ae6,2025-01-01 10:11:30,2025-01-01 10:14:29.000000,179.0
014ed07f-56d2-45ca-a902-7e094614802e,2025-01-02 13:35:38,2025-01-02 13:45:51.000000,613.0
014ef65d-50e2-4d0f-a3e5-c28ce2967e6d,2025-01-03 14:23:06,2025-01-03 14:32:23.000000,557.0
0152732b-c3bd-49a8-afd1-260f2feec121,2025-01-03 21:30:33,2025-01-03 21:36:04.000000,331.0
01541e6e-3add-4f27-85da-6a36f243f0b3,2025-01-03 22:25:51,2025-01-03 22:27:50.000000,119.0
01559922-a298-4996-90d6-7d2ce1581d1b,2025-01-06 22:58:09,2025-01-06 23:05:28.000000,439.0
01568b12-8c12-4335-a717-8ee87a3f4383,2025-01-03 11:29:41,2025-01-03 11:34:32.000000,291.0
01569ca1-6460-431d-92a4-529546bd2782,2025-01-02 10:24:34,2025-01-02 10:30:18.000000,344.0
0156dddf-0f4e-4c8d-b616-9043498224ed,2025-01-04 13:37:13,2025-01-04 13:39:47.000000,154.0
01587f0f-73de-4429-a2cd-2419c714fe4f,2025-01-01 17:51:27,2025-01-01 17:51:27.000000,0.0
